ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
2478,NGUYỄN HỒNG NHUNG,9.25,7.5,8.75,25.5,5,6
2479,QUÁCH THỊ THẢO,8.25,6.5,7.75,22.5,4,5
2480,MA THỊ THU TRANG,6.25,7.5,9.75,23.5,1,2
2481,LÊ THU UYÊN,8.25,9.5,6.75,24.5,2,3
2482,NGUYỄN THỊ THÙY DUNG,8.25,8.5,8.75,25.5,1,2
2483,PHẠM SÔNG LAM,6.25,7.5,9.75,23.5,5,6
2484,NGUYỄN THỊ HẰNG,7.25,8.5,9.75,25.5,3,4
2485,TÔN QUANG PHÚ,8.25,8.5,6.75,23.5,4,5
2486,NGUYỄN THỊ LINH,6.25,6.5,7.75,20.5,1,2
2487,ĐẬU THỊ NHƯ,9.25,9.5,6.75,25.5,3,4
2488,LÊ THỊ PHƯƠNG THẢO,8.25,8.5,9.75,26.5,1,2
2489,NGÔ THỊ THÙY DUNG,7.25,9.5,9.75,26.5,2,3
2490,VŨ GIA HUY,8.25,8.5,9.75,26.5,5,6
2491,VŨ THỊ HUYỀN TRANG,7.25,7.5,6.75,21.5,3,4
2492,NGUYỄN THỊ MINH HIẾU,9.25,8.5,8.75,26.5,3,4
2493,ĐỖ THỊ THẢO,6.25,8.5,8.75,23.5,3,4
2494,VƯƠNG THU HOÀI,7.25,6.5,7.75,21.5,1,2
2495,NGUYỄN THẾ DUY,9.25,8.5,6.75,24.5,1,2
2496,ĐINH THỊ TUYẾT TRÂM,9.25,7.5,8.75,25.5,3,4
2497,LÊ PHƯỢNG MINH NGỌC,6.25,8.5,8.75,23.5,1,2
2498,TRẦN THỊ THỤC NGA,8.25,9.5,7.75,25.5,2,3
2499,NGUYỄN THỊ VÂN ANH,9.25,6.5,6.75,22.5,1,2
2500,DƯƠNG THỊ THU UYÊN,6.25,8.5,9.75,24.5,3,4
2501,NGUYỄN PHƯƠNG ANH,6.25,6.5,8.75,21.5,1,2
2502,NGÔ THỊ LY,8.25,9.5,9.75,27.5,3,4
2503,ĐẶNG THỊ GẤM,9.25,9.5,6.75,25.5,2,3
2504,PHẠM THỊ NGỌC,9.25,9.5,8.75,27.5,5,6
2505,VƯƠNG TIẾN DŨNG,8.25,6.5,8.75,23.5,4,5
2506,NGUYỄN THẾ THIỆN,8.25,9.5,7.75,25.5,3,4
2507,TÔ HÀ THU,8.25,8.5,6.75,23.5,1,2
2508,LÊ THỊ KỲ DUYÊN,8.25,8.5,6.75,23.5,5,6
2509,ĐỖ THỊ THƠM,7.25,8.5,9.75,25.5,1,2
2510,NGUYỄN THỊ HƯƠNG,6.25,6.5,7.75,20.5,1,2
2511,LẠI THỊ HỒNG NHUNG,6.25,6.5,6.75,19.5,3,4
2512,PHAN NGUYỄN THANH TÙNG,8.25,6.5,6.75,21.5,5,6
2513,NGUYỄN THỊ XUÂN MAI,8.25,9.5,8.75,26.5,3,4
2514,NGUYỄN THỊ NGỌC ÁNH,8.25,6.5,9.75,24.5,2,3
2515,ÔNG THỊ PHƯƠNG THẢO,8.25,8.5,8.75,25.5,1,2
2516,LÊ HẢI ANH,6.25,8.5,6.75,21.5,4,5
2517,TRẦN THỊ THÙY TRANG,7.25,9.5,9.75,26.5,4,5
2518,ĐOÀN HẢI YẾN,9.25,8.5,9.75,27.5,3,4
2519,TRẦN LỆ XUÂN,7.25,9.5,6.75,23.5,5,6
2520,LÊ THÙY TRANG,9.25,8.5,9.75,27.5,3,4
2521,NGUYỄN HUYỀN THANH,9.25,7.5,9.75,26.5,1,2
2522,HOÀNG HUYỀN TRANG,9.25,7.5,9.75,26.5,2,3
2523,DƯƠNG THỊ TUYẾT NHI,6.25,9.5,8.75,24.5,3,4
2524,NGUYỄN ĐỨC THƯỢNG,8.25,6.5,6.75,21.5,2,3
2525,PHÙNG VÂN ANH,7.25,6.5,8.75,22.5,2,3
2526,NGUYỄN MINH QUÂN,6.25,7.5,8.75,22.5,1,2
2527,TẠ NGÂN HÀ,8.25,9.5,7.75,25.5,3,4
2528,BÙI GIANG NAM,9.25,9.5,7.75,26.5,2,3
2529,TRẦN HƯƠNG GIANG,8.25,6.5,9.75,24.5,3,4
2530,VŨ THỊ MINH,6.25,9.5,8.75,24.5,2,3
2531,NGUYỄN THỊ NGỌC HOÀ,6.25,8.5,8.75,23.5,4,5
2532,PHẠM THỊ QUYÊN,6.25,6.5,7.75,20.5,4,5
2533,NGUYỄN HUYỀN TRANG,8.25,7.5,9.75,25.5,2,3
2534,TRẦN BẢO NGỌC QUYÊN,6.25,7.5,6.75,20.5,3,4
2535,TRƯƠNG DƯƠNG LINH,9.25,9.5,6.75,25.5,2,3
2536,NGUYỄN THỊ THANH HIỀN,8.25,6.5,8.75,23.5,2,3
2537,NGUYỄN THU PHƯƠNG,8.25,7.5,7.75,23.5,3,4
2538,NGUYỄN QUANG MINH,7.25,6.5,7.75,21.5,2,3
2539,LÊ THỊ TÚ ANH,8.25,9.5,7.75,25.5,2,3
2540,HOÀNG THỊ HOÀI,6.25,8.5,8.75,23.5,5,6
2541,TRẦN QUANG ANH,7.25,7.5,9.75,24.5,1,2
2542,NGUYỄN HỒNG NHUNG,9.25,8.5,9.75,27.5,2,3
2543,PHẠM THỊ NGỌC LAN,6.25,9.5,6.75,22.5,5,6
2544,MAI ANH VÂN,6.25,9.5,9.75,25.5,1,2
2545,NGUYỄN CHÂU ANH,7.25,7.5,6.75,21.5,2,3
2546,NGUYỄN XUÂN HỒNG,6.25,7.5,8.75,22.5,2,3
2547,PHẠM THỊ THU HÀ,8.25,9.5,8.75,26.5,1,2
2548,ĐINH THỊ THANH THẢO,8.25,6.5,8.75,23.5,1,2
2549,NGUYỄN THỊ THANH,9.25,7.5,8.75,25.5,2,3
2550,ĐINH THỊ MINH CHÂU,7.25,9.5,9.75,26.5,1,2
2551,LÊ THỊ THUỶ,8.25,6.5,9.75,24.5,3,4
2552,HOÀNG THỊ HƯỜNG,9.25,9.5,8.75,27.5,2,3
2553,NGUYỄN THU HÀ,7.25,9.5,6.75,23.5,4,5
2554,NGUYỄN TUẤN MINH,8.25,7.5,8.75,24.5,2,3
2555,PHẠM NGUYỆT ÁNH,8.25,6.5,8.75,23.5,2,3
2556,HỒ THỊ DINH,7.25,9.5,6.75,23.5,2,3
2557,NGUYỄN THỊ QUỲNH ANH,7.25,8.5,6.75,22.5,5,6
2558,VŨ PHẠM TUYẾT NHUNG,7.25,6.5,7.75,21.5,5,6
2559,DƯƠNG THỊ THANH THẢO,8.25,8.5,9.75,26.5,2,3
2560,NGUYỄN THỊ THU GIANG,8.25,6.5,9.75,24.5,1,2
2561,CAM THỊ HẰNG,7.25,6.5,9.75,23.5,1,2
2562,TRỊNH NGỌC ÁNH,7.25,7.5,8.75,23.5,5,6
2563,NÔNG HOÀNG DUY,6.25,7.5,8.75,22.5,5,6
2564,TRẦN THỊ NGA,7.25,7.5,7.75,22.5,5,6
2565,NGÔ THƯỢNG NAM,6.25,6.5,9.75,22.5,3,4
2566,LÊ THUỶ NGÂN,7.25,9.5,6.75,23.5,1,2
2567,NGUYỄN THỊ TRÂM,7.25,8.5,9.75,25.5,4,5
2568,NGUYỄN THỊ ÁNH,8.25,6.5,6.75,21.5,1,2
2569,NGUYỄN THỊ THÙY DUNG,7.25,6.5,7.75,21.5,4,5
2570,ĐÀO THỊ THÙY,6.25,8.5,9.75,24.5,2,3
2571,HỒ PHƯƠNG THẢO,8.25,8.5,6.75,23.5,3,4
2572,CAO THỊ HUYỀN DIỆU,7.25,6.5,7.75,21.5,3,4
2573,MAI THỊ OANH,8.25,7.5,9.75,25.5,5,6
2574,ĐẶNG MINH NGỌC,9.25,7.5,8.75,25.5,4,5
2575,NGUYỄN KHÁNH HUYỀN,9.25,6.5,9.75,25.5,1,2
2576,NGUYỄN THỊ HƯƠNG,7.25,7.5,9.75,24.5,3,4
2577,ĐẶNG THỊ BÍCH NHUẦN,7.25,7.5,7.75,22.5,3,4
2578,MAI TRANG THU,9.25,6.5,6.75,22.5,3,4
2579,VŨ QUỐC VIỆT,8.25,8.5,7.75,24.5,1,2
2580,TRẦN MINH PHƯƠNG,6.25,6.5,9.75,22.5,2,3
2581,PHAN THỊ ÚT,8.25,7.5,9.75,25.5,5,6
2582,VŨ TUẤN THÀNH,7.25,6.5,8.75,22.5,3,4
2583,NGUYỄN THỊ NGỌC LAN,8.25,8.5,8.75,25.5,2,3
2584,DƯƠNG THÙY TRANG,6.25,6.5,9.75,22.5,2,3
2585,PHẠM THỊ HUẾ,7.25,9.5,9.75,26.5,1,2
2586,VÕ MINH HUYỀN,8.25,8.5,7.75,24.5,5,6
2587,NGUYỄN THỊ HẠNH,9.25,8.5,6.75,24.5,5,6
2588,HOÀNG HOÀI AN,8.25,7.5,6.75,22.5,1,2
2589,TRẦN THỊ PHƯƠNG THẢO,8.25,9.5,9.75,27.5,4,5
2590,LÊ THỊ HUYỀN,9.25,9.5,9.75,28.5,2,3
2591,HOÀNG THỊ THƠM,8.25,7.5,7.75,23.5,5,6
2592,LÊ THỊ LOAN,6.25,8.5,8.75,23.5,3,4
2593,NGUYỄN THỊ THU,9.25,7.5,8.75,25.5,4,5
2594,NGUYỄN DUY PHƯỚC,8.25,7.5,6.75,22.5,2,3
2595,NGUYỄN THỊ NGỌC LAN,6.25,9.5,9.75,25.5,3,4
2596,VƯƠNG THỊ THU HẰNG,7.25,7.5,9.75,24.5,5,6
2597,TRẦN THỊ LỆ QUYÊN,6.25,8.5,7.75,22.5,1,2
2598,NGUYỄN THÚY HOÀN,8.25,9.5,8.75,26.5,3,4
2599,NGUYỄN THỊ THANH VÂN,9.25,8.5,8.75,26.5,1,2
2600,LÊ HỮU LƯƠNG,7.25,7.5,6.75,21.5,1,2
2601,BÙI THU THỦY,9.25,9.5,7.75,26.5,5,6
2602,PHẠM THỊ HUYỀN,8.25,9.5,9.75,27.5,2,3
2603,NGUYỄN THỊ PHƯƠNG,6.25,6.5,6.75,19.5,1,2
2604,PHẠM THỊ DIỆU HOA,7.25,7.5,7.75,22.5,4,5
2605,NGUYỄN HỒNG THẮM,7.25,7.5,9.75,24.5,1,2
2606,NGUYỄN THỊ MINH HUYỀN,6.25,7.5,6.75,20.5,3,4
2607,TRẦN NGỌC TRÂM,6.25,6.5,6.75,19.5,1,2
2608,PHẠM TIẾN THÀNH,6.25,7.5,6.75,20.5,2,3
2609,NGUYỄN THỊ HUYỀN TRANG,8.25,7.5,6.75,22.5,5,6
2610,ĐỖ THỊ QUỲNH,9.25,7.5,9.75,26.5,3,4
2611,LÊ THỊ PHƯỢNG,9.25,6.5,6.75,22.5,4,5
2612,CAO THỊ NGỌC ANH,9.25,8.5,6.75,24.5,5,6
2613,NGUYỄN THẾ BẮC,8.25,6.5,6.75,21.5,3,4
2614,NGUYỄN THÙY LINH,9.25,9.5,9.75,28.5,5,6
2615,TRẦN THỊ PHƯỢNG,6.25,7.5,9.75,23.5,4,5
2616,PHẠM QUỲNH LY,9.25,9.5,7.75,26.5,2,3
2617,NGUYỄN THỊ HỒNG,7.25,8.5,9.75,25.5,4,5
2618,HOÀNG THUÝ NGA,8.25,8.5,6.75,23.5,3,4
2619,ĐỖ THỊ CẨM VÂN,7.25,6.5,7.75,21.5,2,3
2620,LÊ TRẦN TUẤN LONG,7.25,6.5,8.75,22.5,1,2
2621,LÃ THỊ HẰNG,9.25,8.5,7.75,25.5,4,5
2622,NGUYỄN THANH HẰNG,6.25,6.5,6.75,19.5,3,4
2623,HOÀNG THỊ HẢI YẾN,9.25,9.5,7.75,26.5,3,4
2624,NGUYỄN THỊ QUỲNH ANH,7.25,7.5,9.75,24.5,5,6
2625,NGUYỄN THU TRÀ,7.25,6.5,9.75,23.5,3,4
2626,LÊ THỊ DUNG,6.25,7.5,8.75,22.5,4,5
2627,LÊ NGỌC ÁNH,8.25,7.5,7.75,23.5,5,6
2628,NGUYỄN THỊ TUYẾT LINH,6.25,9.5,9.75,25.5,5,6
2629,ĐINH THỊ THU THẢO,8.25,7.5,6.75,22.5,5,6
2630,ĐỖ NGỌC TRÂM,8.25,7.5,6.75,22.5,2,3
2631,CHU THỊ HÀ THƯƠNG,8.25,8.5,6.75,23.5,1,2
2632,NGUYỄN THỊ HỒNG,8.25,7.5,9.75,25.5,2,3
2633,NGUYỄN THỊ VÂN ANH,9.25,7.5,6.75,23.5,5,6
2634,NGUYỄN THỊ THẢO,7.25,6.5,6.75,20.5,3,4
2635,VĂN TIẾN QUÂN,6.25,8.5,6.75,21.5,3,4
2636,TRẦN ĐỨC ANH,9.25,9.5,9.75,28.5,5,6
2637,LÊ THỊ MAI ANH,6.25,8.5,9.75,24.5,1,2
2638,HOÀNG THỊ HUYỀN,9.25,8.5,7.75,25.5,3,4
2639,NGUYỄN THU PHƯƠNG,6.25,8.5,7.75,22.5,5,6
2640,NGUYỄN HỒNG NGỌC,9.25,6.5,9.75,25.5,3,4
2641,NGUYỄN THỊ MAI,7.25,6.5,6.75,20.5,3,4
2642,ĐẶNG THỊ THƯƠNG,8.25,8.5,9.75,26.5,3,4
2643,HOÀNG THỊ TÍNH,8.25,9.5,7.75,25.5,2,3
2644,KIỀU NGỌC HIẾU,7.25,9.5,7.75,24.5,5,6
2645,LÊ TRUNG HIẾU,6.25,9.5,9.75,25.5,4,5
2646,TRẦN THỊ NGỌC ÁNH,9.25,7.5,6.75,23.5,5,6
2647,NGUYỄN THU TRÀ,6.25,8.5,7.75,22.5,1,2
2648,ĐẶNG THỊ THU,6.25,9.5,7.75,23.5,5,6
2649,NGUYỄN ĐỨC VIỆT,6.25,8.5,7.75,22.5,3,4
2650,NGUYỄN NGỌC QUỲNH,6.25,8.5,8.75,23.5,3,4
2651,TRẦN THỊ THU PHƯƠNG,6.25,7.5,8.75,22.5,5,6
2652,ĐÀO THỊ TRÀ,8.25,6.5,6.75,21.5,5,6
2653,NGÔ THÙY DƯƠNG,6.25,6.5,9.75,22.5,3,4
2654,NGUYỄN VĂN THẮNG,9.25,6.5,8.75,24.5,5,6
2655,TRẦN THU HÀ,9.25,6.5,9.75,25.5,5,6
2656,TRẦN THỊ BÍCH NGỌC,9.25,6.5,9.75,25.5,1,2
2657,ĐẶNG TRẦN SƠN,8.25,9.5,6.75,24.5,5,6
2658,TẠ THỊ TRANG,8.25,8.5,7.75,24.5,4,5
2659,NGUYỄN THỊ MAI HƯƠNG,8.25,7.5,6.75,22.5,5,6
2660,NGUYỄN MAI HƯƠNG,8.25,9.5,7.75,25.5,3,4
2661,ĐINH NGUYỄN TUẤN PHONG,8.25,9.5,6.75,24.5,1,2
2662,PHẠM THỊ MỸ LINH,9.25,8.5,7.75,25.5,3,4
2663,MẠC THỊ YẾN,9.25,9.5,7.75,26.5,3,4
2664,GIÁP THỊ OANH,7.25,8.5,7.75,23.5,3,4
2665,LÊ THU HOÀI,8.25,9.5,8.75,26.5,3,4
2666,PHẠM THỊ NHUNG,9.25,7.5,7.75,24.5,5,6
2667,PHẠM LÊ HÀ GIANG,7.25,9.5,9.75,26.5,3,4
2668,NGUYỄN THỊ LỤA,9.25,7.5,7.75,24.5,2,3
2669,NGUYỄN ĐỨC DUY,6.25,9.5,8.75,24.5,2,3
2670,TRẦN PHƯƠNG THẢO,8.25,6.5,7.75,22.5,3,4
2671,TRẦN BÍCH HẠNH,7.25,8.5,9.75,25.5,5,6
2672,LÊ THỊ HUYỀN,8.25,6.5,8.75,23.5,1,2
2673,HOÀNG CẨM BÌNH,7.25,6.5,9.75,23.5,5,6
2674,TRẦN THỊ THƯƠNG,6.25,8.5,8.75,23.5,2,3
2675,NGUYỄN THỊ VÂN ANH,8.25,7.5,8.75,24.5,2,3
2676,HÀ THANH TÙNG,9.25,8.5,9.75,27.5,2,3
2677,NGUYỄN THỊ HOÀNG NGỌC,8.25,6.5,8.75,23.5,3,4
2678,LƯU THỊ HƯỜNG,7.25,7.5,7.75,22.5,1,2
2679,NGUYỄN HÙNG,6.25,6.5,6.75,19.5,3,4
2680,NGUYỄN THỊ THU THẢO,6.25,7.5,7.75,21.5,3,4
2681,PHÙNG THỊ HẢI YẾN,8.25,6.5,6.75,21.5,2,3
2682,NGÔ THỊ THU LAN,6.25,8.5,7.75,22.5,1,2
2683,ĐỖ THỊ KIM LIÊN,9.25,6.5,8.75,24.5,4,5
2684,PHẠM THỊ HỒNG VÂN,9.25,7.5,8.75,25.5,2,3
2685,NGUYỄN THỊ DUNG,7.25,8.5,8.75,24.5,5,6
2686,VŨ THỊ HÔNG NHUNG,6.25,8.5,9.75,24.5,3,4
2687,NGUYỄN NGỌC BÍCH,9.25,9.5,9.75,28.5,3,4
2688,DƯ THỊ HIỀN,9.25,8.5,6.75,24.5,4,5
2689,PHẠM THỊ SÁNG,9.25,7.5,7.75,24.5,5,6
2690,TRẦN THỊ HỒNG HẠNH,9.25,7.5,8.75,25.5,2,3
2691,PHAN VIỆT CƯỜNG,8.25,7.5,7.75,23.5,4,5
2692,NGUYỄN VŨ THU HÀ,7.25,6.5,8.75,22.5,4,5
2693,NGUYỄN THỊ LAN HƯƠNG,9.25,7.5,7.75,24.5,2,3
2694,PHẠM TÙNG LÂM,8.25,9.5,6.75,24.5,2,3
2695,TRƯƠNG THỊ KIM ANH,7.25,8.5,7.75,23.5,2,3
2696,TRẦN THU THỦY,8.25,6.5,8.75,23.5,4,5
2697,LĂNG THỊ THU HUYỀN,8.25,7.5,8.75,24.5,1,2
2698,LÊ THÀNH ĐẠT,9.25,8.5,6.75,24.5,1,2
2699,LÊ THÚY HIỀN,7.25,8.5,9.75,25.5,2,3
2700,NGUYỄN THÙY LINH,9.25,8.5,9.75,27.5,5,6
2701,TRẦN THỊ PHƯƠNG THÚY,8.25,9.5,9.75,27.5,3,4
2702,NGUYỄN TIẾN HIỆP,7.25,6.5,8.75,22.5,2,3
2703,TRẦN PHƯƠNG ANH,8.25,7.5,8.75,24.5,3,4
2704,DƯƠNG PHAN HỒNG NHUNG,6.25,7.5,6.75,20.5,1,2
2705,NGUYỄN THỊ MỸ LINH,6.25,9.5,9.75,25.5,3,4
2706,LÊ THỊ ĐỖ QUYÊN,7.25,9.5,6.75,23.5,2,3
2707,PHẠM HỒNG NHUNG,8.25,9.5,6.75,24.5,5,6
2708,PHAN QUỲNH GIANG,6.25,6.5,8.75,21.5,3,4
2709,NGUYỄN THỊ AN KHANH,8.25,6.5,6.75,21.5,3,4
2710,BÙI THỊ THANH HUYỀN,9.25,7.5,8.75,25.5,4,5
2711,LÔ VĂN THỊNH,8.25,6.5,9.75,24.5,1,2
2712,VŨ PHÚC MINH LÝ,8.25,6.5,6.75,21.5,2,3
2713,NGUYỄN XUÂN THỦY,8.25,7.5,9.75,25.5,5,6
2714,LÊ THỊ QUỲNH,7.25,9.5,9.75,26.5,5,6
2715,DƯƠNG THỊ BÍCH LY,6.25,9.5,7.75,23.5,4,5
2716,NGUYỄN VĂN NGHĨA,6.25,7.5,7.75,21.5,4,5
2717,PHÙNG MAI TRANG,7.25,7.5,7.75,22.5,5,6
2718,HÀ TRỊNH QUANG,6.25,8.5,7.75,22.5,3,4
2719,NGUYỄN THU HƯƠNG,7.25,9.5,6.75,23.5,3,4
2720,LÊ NHẬT LINH,7.25,9.5,9.75,26.5,4,5
2721,TRẦN DUY LINH,9.25,8.5,9.75,27.5,2,3
2722,VŨ MẠNH TOÀN,9.25,7.5,6.75,23.5,2,3
2723,NGUYỄN THỊ THU,7.25,8.5,6.75,22.5,5,6
2724,NGUYỄN CƠ THẠCH,8.25,7.5,8.75,24.5,3,4
2725,LÊ HOÀNG OANH,6.25,7.5,8.75,22.5,4,5
2726,TẠ HỒNG NGỌC ÁNH,9.25,8.5,8.75,26.5,4,5
2727,VŨ QUANG HIẾU,9.25,9.5,7.75,26.5,1,2
2728,VŨ THU HIỀN,6.25,7.5,7.75,21.5,4,5
2729,BẾ THỊ THU THẢO,9.25,8.5,8.75,26.5,1,2
2730,DƯƠNG VĂN THẮNG,6.25,8.5,6.75,21.5,5,6
2731,ĐÀO THỊ UYÊN,7.25,9.5,7.75,24.5,5,6
2732,PHAN LÝ MỸ DUYÊN,8.25,9.5,9.75,27.5,2,3
2733,NGUYỄN THỊ THU TRANG,6.25,9.5,9.75,25.5,4,5
2734,QUÁCH MỸ HÀ,7.25,6.5,6.75,20.5,5,6
2735,PHAN THỊ THANH HUYỀN,7.25,8.5,6.75,22.5,4,5
2736,TRẦN MINH TÂM,8.25,6.5,9.75,24.5,5,6
2737,NGUYỄN ĐÌNH LINH,8.25,9.5,7.75,25.5,2,3
2738,NGUYỄN KHẮC ĐƯỢC,6.25,7.5,6.75,20.5,1,2
2739,TRẦN THỊ KIM DUNG,6.25,6.5,9.75,22.5,1,2
2740,NGUYỄN THỊ QUYÊN,8.25,7.5,6.75,22.5,4,5
2741,NGUYỄN MINH PHÚC,6.25,9.5,6.75,22.5,4,5
2742,VŨ THỊ TUYÊN,9.25,7.5,8.75,25.5,2,3
2743,NGUYỄN TIẾN DŨNG,9.25,8.5,8.75,26.5,5,6
2744,NGÔ HƯƠNG THẢO,8.25,7.5,7.75,23.5,1,2
2745,NGUYỄN THỊ MỸ YÊN,8.25,9.5,9.75,27.5,3,4
2746,VŨ MẠNH KIÊN,8.25,8.5,7.75,24.5,4,5
2747,DOÃN THỊ PHƯƠNG ANH,8.25,9.5,7.75,25.5,3,4
2748,ĐẶNG ĐÌNH LINH,9.25,8.5,8.75,26.5,4,5
2749,VŨ THU PHƯƠNG,9.25,9.5,9.75,28.5,5,6
2750,PHẠM MINH HIẾU,8.25,8.5,9.75,26.5,1,2
2751,NGUYỄN ĐỨC THỊNH,6.25,7.5,6.75,20.5,1,2
2752,NGUYỄN THỊ THÙY DUNG,6.25,9.5,9.75,25.5,5,6
2753,VŨ THỊ THU HÀ,6.25,9.5,6.75,22.5,5,6
2754,LÊ THỊ HỒNG HẠNH,7.25,9.5,8.75,25.5,5,6
2755,NGUYỄN VIỆT TUẤN HÙNG,8.25,9.5,8.75,26.5,5,6
2756,HOÀNG VIỆT HƯƠNG,7.25,6.5,9.75,23.5,5,6
2757,MAI QUỐC PHONG,6.25,6.5,9.75,22.5,5,6
2758,DOÃN LÊ VĂN,8.25,8.5,6.75,23.5,3,4
2759,LÊ QUỐC ĐẠT,7.25,9.5,8.75,25.5,1,2
2760,NGUYỄN TUẤN CƯỜNG,7.25,8.5,8.75,24.5,5,6
2761,NGUYỄN DUYÊN HÒA,8.25,7.5,6.75,22.5,2,3
2762,NGUYỄN ĐỨC TRUNG,8.25,9.5,6.75,24.5,4,5
2763,ĐÀO KHẮC CHIẾN,9.25,9.5,7.75,26.5,4,5
2764,PHẠM THỊ HƯƠNG,9.25,6.5,6.75,22.5,4,5
2765,NGUYỄN ĐỨC TÙNG,6.25,6.5,9.75,22.5,5,6
2766,NGUYỄN MINH QUANG,6.25,7.5,9.75,23.5,5,6
2767,LÊ ĐÌNH NAM,7.25,6.5,9.75,23.5,3,4
2768,TRƯƠNG TRÍ TRUNG,8.25,6.5,6.75,21.5,3,4
2769,NGUYỄN THỊ HUYỀN,9.25,6.5,8.75,24.5,5,6
2770,NGUYỄN MẠNH CẦM,9.25,8.5,7.75,25.5,4,5
2771,LÊ THỊ DIỆP LINH,6.25,9.5,9.75,25.5,1,2
2772,LƯƠNG ANH HÀO,9.25,7.5,9.75,26.5,3,4
2773,MAI HÀ KHANH,9.25,7.5,7.75,24.5,2,3
2774,LÊ THỊ NGỌC DUNG,8.25,6.5,7.75,22.5,3,4
2775,NGUYỄN THANH HƯƠNG,7.25,8.5,9.75,25.5,2,3
2776,TRẦN VĂN NAM,6.25,7.5,7.75,21.5,1,2
2777,ĐINH TIẾN HOÀNG,7.25,8.5,8.75,24.5,1,2
2778,BÙI PHƯƠNG NGA,9.25,9.5,6.75,25.5,4,5
2779,NGUYỄN QUANG KHÁNH,8.25,6.5,8.75,23.5,1,2
2780,VŨ QUANG HÀ,7.25,9.5,7.75,24.5,5,6
2781,NGUYỄN THỊ THƯ,6.25,9.5,9.75,25.5,3,4
2782,NGUYỄN LAN PHƯƠNG,7.25,8.5,9.75,25.5,2,3
2783,NGUYỄN THÀNH ĐẠT,6.25,9.5,7.75,23.5,3,4
2784,HOÀNG MẠNH CƯỜNG,6.25,6.5,8.75,21.5,1,2
2785,ĐỖ QUANG HUY,7.25,7.5,8.75,23.5,2,3
2786,LÊ THU HIỀN,6.25,7.5,8.75,22.5,5,6
2787,TRẦN THỊ QUỲNH ANH,9.25,6.5,7.75,23.5,3,4
2788,TẠ THỊ GIANG,6.25,8.5,6.75,21.5,3,4
2789,TRẦN THỊ THẢO MY,7.25,6.5,9.75,23.5,3,4
2790,ĐỖ ANH KIỆT,6.25,7.5,9.75,23.5,5,6
2791,VŨ VIỆT ĐỨC,7.25,9.5,8.75,25.5,2,3
2792,VŨ THỦY TIÊN,7.25,8.5,6.75,22.5,4,5
2793,NGUYỄN THỊ KIM DUNG,7.25,9.5,6.75,23.5,4,5
2794,NGUYỄN QUỐC VIỆT,8.25,8.5,9.75,26.5,1,2
2795,ĐỖ MINH HIỀN,9.25,6.5,8.75,24.5,4,5
2796,NGUYỄN THỊ TRANG,8.25,6.5,6.75,21.5,4,5
2797,LÊ ĐỨC THIỆN,6.25,9.5,8.75,24.5,5,6
2798,ĐẶNG KHÁNH CHI,9.25,7.5,9.75,26.5,1,2
2799,TRẦN THỊ MỸ LINH,6.25,8.5,6.75,21.5,1,2
2800,NGUYỄN ĐÌNH HƯNG,8.25,9.5,7.75,25.5,4,5
2801,ĐOÀN THANH THỦY,8.25,6.5,7.75,22.5,2,3
2802,ĐOÀN ĐÌNH THANH HÀ,6.25,8.5,9.75,24.5,3,4
2803,TRƯƠNG THỊ LỆ HỒNG,6.25,8.5,8.75,23.5,1,2
2804,NGÔ XUÂN TÙNG,9.25,9.5,7.75,26.5,3,4
2805,LÊ THỊ BÍCH NGỌC,8.25,7.5,9.75,25.5,4,5
2806,VŨ THU TRANG,9.25,6.5,9.75,25.5,2,3
2807,LÊ VĂN THUẬN,9.25,7.5,7.75,24.5,1,2
2808,TRẦN ĐỨC TRÍ,8.25,8.5,7.75,24.5,4,5
2809,TRẦN THỊ HẰNG,6.25,7.5,8.75,22.5,1,2
2810,VŨ GIA LINH,7.25,7.5,6.75,21.5,3,4
2811,NGUYỄN THỊ PHƯƠNG,6.25,7.5,9.75,23.5,3,4
2812,TRẦN THỊ MINH ANH,6.25,6.5,9.75,22.5,3,4
2813,ĐỖ ĐỨC PHƯƠNG,6.25,7.5,8.75,22.5,4,5
2814,NGUYỄN KHÁNH LINH,7.25,6.5,6.75,20.5,4,5
2815,HOÀNG NGỌC THANH,6.25,8.5,9.75,24.5,3,4
2816,ĐINH TRỌNG ĐỨC,6.25,8.5,7.75,22.5,4,5
2817,ĐỖ MẠNH CƯỜNG,6.25,8.5,9.75,24.5,2,3
2818,NGUYỄN THU TRANG,9.25,6.5,9.75,25.5,4,5
2819,PHÙNG MAI TRANG,9.25,6.5,6.75,22.5,2,3
2820,PHẠM PHƯƠNG ANH,9.25,6.5,7.75,23.5,2,3
2821,ĐẬU ĐỨC KIÊN,9.25,9.5,9.75,28.5,2,3
2822,PHẠM NGỌC HÀ MY,8.25,7.5,6.75,22.5,2,3
2823,NGUYỄN HÀ ANH,8.25,6.5,8.75,23.5,2,3
2824,HOÀNG QUỐC NHẬT,6.25,6.5,7.75,20.5,1,2
2825,PHẠM TRUNG HIẾU,8.25,7.5,6.75,22.5,3,4
2826,TRẦN THỊ TÚ UYÊN,7.25,6.5,8.75,22.5,1,2
2827,CÁP THỊ HƯƠNG GIANG,9.25,7.5,7.75,24.5,1,2
2828,TRẦN ĐỨC QUANG,7.25,7.5,9.75,24.5,4,5
